序号,年龄,年级,专业,性别,家庭所在地,家庭经济情况,学习成绩,对待体育活动的态度,认知,人际,情感,公正,节制,超越,积极心理品质得分,剧烈运动天数,剧烈运动单日分钟数,每周剧烈MET,适度运动天数,适度运动单日分钟数,每周适度MET,步行天数,步行单日分钟数,每周步行MET,总MET,总天数,"运动强度
1轻2中3强",工作日久坐分钟数,IPAQ_8,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
73,17.0,大一,工,1,1,3,4,2,1.83,2.1,1.82,1.78,2.0,1.8,2.16,2,20,320.0,0,0,0.0,0,0,0.0,320.0,2,1,480.0,跑步学习,4,2,4,2,2,2,2,2,3,2,2,2,2,2,4,2,2,2,2,2,4,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
75,18.0,大一,法,1,2,2,3,2,2.25,2.6,1.55,2.67,2.1,1.8,2.37,3,30,720.0,5,30,600.0,7,30,693.0,2013.0,15,3,480.0,跑步,3,2,3,2,4,2,3,2,3,1,1,2,2,2,3,2,3,5,4,2,2,3,2,2,3,4,2,3,4,2,3,2,1,2,3,2,1,1,3,2,3,2,3,3,2,3,3,3,2,3,3,2,1,2,2,1,2,1,1,1,2,4
76,17.0,一,法,1,1,3,3,1,2.67,2.3,2.45,2.33,2.0,3.1,2.74,3,30,720.0,3,15,180.0,5,30,495.0,1395.0,11,2,480.0,跳绳,3,2,2,2,1,3,2,3,2,3,2,2,3,3,4,4,4,2,3,3,4,3,3,3,3,4,1,1,3,3,1,2,2,3,3,3,3,1,3,3,4,2,3,4,1,3,5,4,4,3,2,2,3,2,1,1,3,5,3,4,4,2
77,18.0,大一,工,1,2,3,3,1,0.92,0.9,0.91,0.89,0.9,0.9,1.0,1,30,240.0,3,30,360.0,0,0,0.0,600.0,4,1,480.0,跑步,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
78,19.0,大一,工,1,2,3,3,1,1.25,1.3,1.73,2.11,1.8,1.1,1.73,3,60,1440.0,5,0,0.0,7,30,693.0,2133.0,15,3,600.0,跑步，打篮球,3,2,1,1,1,2,2,2,2,2,2,2,2,1,2,3,3,2,3,2,4,1,1,1,2,3,1,1,3,1,1,1,1,4,1,1,2,2,1,1,1,1,2,1,1,1,3,1,1,1,2,1,1,1,1,4,3,1,3,1,2,1
79,19.0,2021级,工,1,2,3,2,2,2.08,1.5,2.36,2.0,1.4,2.3,2.24,4,20,640.0,7,15,420.0,7,10,231.0,1291.0,18,2,540.0,跑步,4,1,3,1,1,2,2,2,2,5,2,2,2,4,2,3,4,2,2,1,1,2,2,2,2,2,1,1,2,1,2,2,2,1,3,2,4,3,2,2,3,2,2,2,1,2,4,2,3,4,2,2,2,2,1,1,2,3,3,4,4,2
80,18.0,1,工,1,2,3,3,2,2.0,2.1,1.91,1.67,2.0,2.1,2.24,3,30,720.0,6,30,720.0,7,30,693.0,2133.0,16,3,480.0,跑步,4,3,2,2,3,2,2,3,2,3,2,2,3,2,3,2,3,1,2,3,2,2,1,2,3,2,3,2,2,3,2,1,2,3,2,3,2,2,1,2,1,2,3,2,3,2,1,2,3,2,3,3,2,1,2,3,2,1,2,3,2,3
81,18.0,大一,工,1,2,3,3,2,2.0,2.6,2.18,2.44,2.2,2.2,2.5,2,40,640.0,3,30,360.0,7,30,693.0,1693.0,12,2,40.0,乒乓球,3,2,3,2,3,2,2,2,2,2,2,2,3,2,3,3,2,3,3,2,2,2,2,3,3,3,3,4,3,3,3,3,2,2,2,2,3,3,3,3,3,3,3,2,2,3,3,3,3,1,2,2,2,2,2,2,3,2,3,2,3,2
83,18.0,2021,工,1,2,3,3,2,3.75,2.9,3.09,3.0,2.7,3.1,3.44,1,30,240.0,5,10,200.0,2,10,66.0,506.0,8,1,848.9282103875844,跑步,5,5,4,2,3,5,3,3,3,2,2,2,3,4,4,4,3,2,5,3,5,3,3,4,4,5,2,3,4,4,5,3,3,4,5,3,3,3,3,3,4,2,3,5,5,4,5,3,2,4,2,2,3,3,2,2,3,4,3,5,5,3
84,18.0,2021,法,2,2,3,3,2,2.83,2.3,2.0,2.22,2.3,2.5,2.63,2,20,320.0,0,0,0.0,7,120,2772.0,3092.0,9,3,720.0,跑步,3,4,4,1,2,2,4,2,2,3,1,1,2,1,3,2,3,2,3,2,4,4,3,3,3,4,1,3,4,2,4,3,1,4,4,4,3,2,3,2,4,2,3,4,3,3,3,3,2,4,2,2,1,1,2,1,2,2,2,3,3,3
85,18.0,大一,工,1,2,3,2,1,1.83,2.9,2.55,2.67,2.4,2.3,2.68,0,0,0.0,5,30,600.0,7,40,924.0,1524.0,12,2,480.0,慢跑,4,2,2,3,3,3,2,3,3,3,2,1,1,1,4,4,2,3,4,2,2,2,1,2,3,4,4,2,2,1,4,3,3,4,2,3,3,2,3,2,3,2,4,2,3,3,4,4,3,2,2,2,4,3,2,4,3,3,3,2,2,2
88,18.0,21,工,1,2,4,4,1,2.17,1.9,1.82,2.67,2.6,2.0,2.42,3,30,720.0,3,30,360.0,0,0,0.0,1080.0,6,2,480.0,跑步，基本室内运动,4,3,3,2,2,1,3,2,2,2,2,2,2,2,2,2,2,3,3,2,4,3,1,2,2,3,3,3,2,3,3,2,2,4,4,3,2,2,2,2,2,2,2,2,2,2,4,2,3,3,3,4,2,2,2,3,4,1,2,2,1,2
89,18.0,21,工,2,1,3,3,2,2.0,1.8,1.82,1.78,1.8,1.8,2.1,2,40,640.0,2,30,240.0,7,30,693.0,1573.0,11,2,300.0,步行,5,2,3,2,2,3,3,2,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
90,19.0,大一,工,1,1,3,3,2,1.75,1.4,1.73,1.89,2.0,1.6,1.95,2,40,640.0,0,0,0.0,7,180,3123.897169601935,3763.897169601935,9,3,480.0,跑步,3,2,2,2,2,2,2,2,2,2,3,2,3,2,3,2,2,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,4,2,1,1,1,2,1,2,1,2,1,2,1,2,1,3,3,2,5,2,2,3,2,3,2,3,1,2,1
92,18.0,大一,工,1,2,3,3,2,2.83,2.7,2.0,2.11,2.9,2.1,2.74,0,0,0.0,3,30,360.0,5,30,495.0,855.0,8,2,480.0,打羽毛球 走路,5,2,3,2,3,2,2,2,3,3,1,1,2,2,3,4,3,4,2,1,3,3,2,4,2,2,5,4,3,5,2,2,3,5,5,3,2,1,2,2,2,1,2,4,2,3,3,4,5,4,2,2,1,4,2,4,3,1,3,2,2,4
93,17.0,大一,工,1,1,3,3,1,1.75,2.6,2.09,2.56,2.1,1.7,2.32,0,0,0.0,4,30,480.0,7,30,693.0,1173.0,11,2,600.0,乒乓球,2,2,2,1,3,2,2,2,2,3,2,3,2,1,3,3,3,5,2,2,3,3,1,3,3,3,5,2,3,2,2,3,3,3,1,1,1,2,2,2,1,3,3,3,2,3,2,2,3,1,3,2,3,3,4,1,2,2,2,1,1,2
94,18.0,1,工,2,1,4,3,2,2.83,2.4,1.55,2.44,1.6,2.3,2.45,3,20,480.0,3,20,240.0,7,60,1386.0,2106.0,13,3,480.0,跑步，打乒乓球，打羽毛球,4,4,3,3,1,4,3,1,3,1,1,1,4,4,4,2,3,3,3,1,1,2,1,2,2,3,3,2,4,3,4,3,2,2,3,3,1,3,3,3,4,1,3,3,1,1,3,3,3,4,2,1,1,2,2,3,3,1,1,3,3,1
96,16.0,大一,工,1,1,3,3,1,2.42,1.7,2.09,2.22,2.3,1.9,2.32,5,30,1200.0,5,30,600.0,7,30,693.0,2493.0,17,3,480.0,跑步,2,3,3,1,2,3,3,3,1,1,2,3,3,3,1,2,3,2,3,3,4,3,2,1,2,3,1,2,3,3,3,1,3,5,5,1,3,3,2,2,3,3,2,3,2,3,3,3,3,1,2,1,2,3,3,1,1,1,1,1,1,2
97,18.0,大一,工,1,2,3,2,1,1.92,1.9,2.09,1.89,1.8,1.7,2.13,0,0,0.0,3,10,120.0,7,30,693.0,813.0,10,2,720.0,哑铃,3,2,2,1,2,2,2,2,3,2,2,2,3,2,3,3,3,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2
98,19.0,2021,工,1,2,3,3,2,1.75,1.8,1.91,2.11,1.2,1.8,1.94,4,30,960.0,4,30,480.0,4,30,396.0,1836.0,12,3,720.0,跑步,3,3,4,1,2,1,3,1,1,1,1,1,1,1,3,3,3,2,4,2,1,2,1,2,2,4,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,4,3,2,2,1,1,1,1,1,1,1,5,1,3,3,1
100,18.0,大一,工,2,2,3,3,1,1.83,1.9,1.73,1.89,1.9,2.0,2.11,4,35,1120.0,4,20,320.0,7,80,1848.0,3288.0,15,3,300.0,慢跑,4,2,2,2,2,2,2,2,2,2,1,1,3,2,3,2,3,2,3,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2
101,18.0,大一,工,1,2,3,3,2,2.75,2.7,2.73,2.67,2.7,2.7,3.0,2,30,480.0,7,20,560.0,7,30,693.0,1733.0,16,2,600.0,跑步,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
102,17.0,2021,工,2,1,3,2,2,1.33,1.2,1.27,1.11,1.5,1.8,1.5,5,30,1200.0,3,30,360.0,7,60,1386.0,2946.0,15,3,480.0,跑步,2,3,1,1,2,2,2,1,1,1,1,1,2,2,1,2,2,2,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,5,2,2,1,3,4,2
103,19.0,大二,工,1,2,3,2,1,1.33,1.4,1.91,1.56,1.7,1.1,1.68,3,20,480.0,7,20,560.0,7,30,693.0,1733.0,17,3,480.0,健腹轮、哑铃、俯卧撑、仰卧起坐、慢跑,4,1,2,1,1,2,1,1,1,1,2,3,2,2,1,2,3,1,2,2,2,1,1,1,2,2,2,2,3,1,2,1,2,3,2,1,1,2,1,1,1,1,1,2,1,2,3,1,1,2,1,2,1,3,2,1,1,3,2,1,2,2
104,17.0,大一,工,2,1,4,3,2,2.83,2.7,2.73,2.67,2.7,2.7,3.05,3,30,720.0,1,30,120.0,7,30,693.0,1533.0,11,3,360.0,跑步,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
105,19.0,大一,工,1,1,4,3,2,2.5,2.5,2.18,2.67,2.3,2.5,2.71,2,20,320.0,5,20,400.0,7,30,693.0,1413.0,14,2,480.0,跑步,4,2,5,2,2,3,2,2,2,2,2,2,2,1,3,2,4,2,4,2,4,3,3,3,3,5,2,2,4,3,3,2,2,5,5,3,3,2,2,2,4,2,2,3,2,4,5,3,3,3,2,2,2,2,2,2,2,2,2,3,3,2
106,18.0,大一,工,1,1,3,3,2,2.33,2.5,2.0,2.67,2.1,2.2,2.61,0,0,0.0,5,30,600.0,7,30,693.0,1293.0,12,2,480.0,跑步,5,4,4,2,2,2,3,3,3,4,1,1,1,2,4,2,2,3,4,2,3,3,1,3,3,4,2,3,2,2,4,2,2,4,3,2,3,2,2,3,3,1,2,3,3,4,4,4,3,3,3,3,1,2,2,1,2,2,2,2,3,2
108,18.0,大一,工,1,1,3,3,2,1.58,1.5,1.18,1.44,2.0,1.4,1.69,2,30,480.0,0,0,0.0,7,40,924.0,1404.0,9,2,180.0,跑步,3,2,2,1,2,1,2,2,2,1,1,1,1,1,3,1,1,1,1,1,3,1,1,3,1,3,1,1,1,3,2,2,1,3,2,2,1,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,1,4,2,2,2,2,2,2
109,18.0,2021,工,1,2,3,3,3,1.83,2.0,1.91,1.67,2.1,1.6,2.1,1,20,160.0,7,30,840.0,7,30,693.0,1693.0,15,2,300.0,脑力运动,5,2,2,2,2,2,3,2,2,2,1,2,2,2,3,2,2,2,2,2,3,2,2,3,2,2,2,2,2,3,3,2,2,3,1,2,2,1,2,2,2,2,2,1,3,3,2,2,1,1,2,2,1,2,2,3,2,2,2,2,2,2
110,18.0,大一,工,1,2,3,2,1,1.0,1.7,1.18,1.67,2.2,1.2,1.69,4,90,2880.0,1,60,240.0,7,30,693.0,3813.0,12,3,480.0,篮球，跑步,2,1,1,1,1,1,2,1,5,4,1,1,1,1,1,1,1,4,1,1,5,1,1,1,1,1,5,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,1,1,3,1,1,1,5,5,1,1,1,1,1
111,19.0,2020,工,1,1,3,3,2,2.33,2.1,2.09,2.11,2.2,2.4,2.44,3,25,600.0,2,40,320.0,7,60,1386.0,2306.0,12,3,300.0,跑步,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,3,3,2,3,2,3,2,2,2,2,2,2,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,2,2,2,2,2,2,2
112,18.0,2021级,工,1,1,3,3,2,2.08,2.0,1.64,2.0,2.0,1.7,2.15,2,70,1120.0,2,20,160.0,7,60,1386.0,2666.0,11,2,420.0,跑步,3,3,3,2,2,2,3,2,2,2,1,1,3,2,3,2,3,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,3,3,2,3,2,2,2,3,2,2,2,2,3,3,1,2,2,2,1,3,1,1,2,2,2,2,2,2
114,18.0,大一,工,1,2,3,3,1,1.58,1.5,1.73,1.78,2.5,1.8,1.98,4,120,3606.007256568295,5,80,1600.0,7,30,693.0,5899.007256568295,16,3,180.0,篮球慢跑,3,2,1,2,2,1,2,2,1,3,4,2,1,1,2,1,3,3,2,1,2,2,1,4,1,2,2,1,1,1,2,1,1,4,1,1,1,2,2,2,2,2,3,1,2,2,2,2,4,2,2,4,2,3,1,5,2,2,1,2,2,2
115,20.0,2020,工,1,2,3,3,2,2.0,1.8,2.09,1.78,2.1,1.8,2.21,3,30,720.0,3,30,360.0,7,20,462.0,1542.0,13,3,400.0,跑步,4,2,3,2,2,2,3,3,2,3,3,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2
119,18.0,21,工,1,2,2,3,1,1.58,1.9,1.55,1.89,2.1,1.6,2.02,3,60,1440.0,6,30,720.0,7,120,2772.0,4932.0,16,3,480.0,篮球 跑步,2,1,2,2,2,1,2,2,3,2,1,1,5,1,1,2,3,1,2,1,3,2,1,2,2,3,3,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,3,2,1,1,1,2,2
120,19.0,2021,工,2,1,3,4,1,2.0,1.1,1.27,1.33,1.5,0.9,1.68,0,0,0.0,1,30,120.0,7,40,924.0,1044.0,8,2,300.0,打球,3,4,4,1,1,2,4,3,4,1,1,3,4,4,3,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,3,3,3,1,1,1,3,1,1,1,1,1,1
121,18.0,21,工,1,2,3,3,1,1.92,2.0,2.09,1.78,1.9,1.4,2.11,3,60,1440.0,2,30,240.0,7,70,1617.0,3297.0,12,3,360.0,羽毛球，跑步,3,3,2,2,2,1,3,3,3,3,2,2,2,1,3,3,2,2,1,1,3,2,1,1,1,3,3,1,1,1,3,1,1,4,3,2,1,1,2,1,2,1,3,3,2,3,3,4,1,3,2,3,1,3,2,1,2,4,3,2,2,1
122,18.0,13,工,1,2,4,3,1,2.0,1.9,1.55,1.44,1.6,1.5,1.94,2,40,640.0,2,60,480.0,5,40,660.0,1780.0,9,2,720.0,跑步,3,2,3,1,2,3,1,2,1,3,1,2,4,2,1,2,1,2,1,2,5,2,3,2,3,2,5,1,2,5,2,1,3,1,2,2,1,3,1,2,3,1,1,2,1,1,1,3,1,1,1,1,1,2,2,3,1,3,1,1,1,1
123,19.0,大一,工,1,1,4,4,1,2.42,2.3,2.09,2.22,1.9,1.6,2.37,3,20,480.0,3,30,360.0,3,30,297.0,1137.0,9,2,480.0,乒乓球,4,3,3,1,1,3,3,1,3,3,2,2,3,3,5,3,3,2,3,1,3,3,1,2,3,3,3,2,3,3,3,1,3,3,3,3,3,1,1,3,1,2,2,3,1,3,3,3,1,3,3,1,1,3,2,2,3,1,2,1,2,2
125,20.0,大一,工,1,2,3,3,1,1.42,2.2,2.27,2.56,3.1,1.8,2.45,7,90,3606.007256568295,7,60,1680.0,7,30,693.0,5979.007256568295,21,3,300.0,篮球,3,1,2,2,2,1,1,4,3,3,3,3,1,1,3,2,2,3,1,1,3,3,1,3,3,3,5,3,1,1,2,3,3,4,3,3,2,3,3,2,1,2,2,2,2,1,2,2,1,1,5,2,3,4,3,5,3,3,3,3,1,5
127,18.0,大一,工,1,2,4,2,1,1.92,2.1,2.18,2.11,2.0,1.6,2.23,2,40,640.0,3,30,360.0,7,30,693.0,1693.0,12,2,600.0,跑步,2,3,4,2,2,2,2,2,3,2,1,2,2,2,2,2,1,1,4,1,2,2,1,2,2,3,4,2,2,2,5,2,2,3,2,2,3,2,1,2,2,2,2,2,5,3,3,2,2,3,2,2,1,3,2,2,2,2,1,2,2,3
128,17.0,大一,工,1,1,3,2,2,2.33,2.5,2.36,2.44,2.6,2.1,2.63,2,30,480.0,5,30,600.0,7,60,1386.0,2466.0,14,2,720.0,跑步,4,2,2,2,2,3,3,2,2,3,2,3,2,2,3,3,3,2,2,2,4,2,1,3,2,4,3,2,3,2,2,3,2,4,3,1,2,3,3,2,2,2,3,3,2,4,4,3,3,3,2,3,2,2,2,3,3,3,4,3,4,3
129,19.0,20,工,1,2,3,3,1,1.92,2.2,1.82,2.11,2.1,1.8,2.24,4,15,480.0,4,15,240.0,7,30,693.0,1413.0,15,2,130.0,健身跑步,4,3,2,2,2,2,2,3,3,2,2,2,2,2,4,2,2,2,3,2,3,2,2,2,2,3,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2
130,18.0,21,理,2,2,3,3,2,2.08,1.7,1.73,1.56,1.5,2.1,2.0,3,20,480.0,6,15,360.0,7,30,693.0,1533.0,16,3,100.0,跑步 骑自行车,3,2,2,1,2,2,2,2,2,2,1,2,2,3,3,2,2,1,2,2,3,3,2,3,2,3,2,2,2,2,3,2,1,3,2,2,2,2,1,2,2,1,1,3,1,1,2,2,3,3,1,1,2,1,2,1,1,2,3,2,3,2
131,19.0,2020,工,1,2,3,3,2,2.17,2.2,1.45,1.78,1.8,1.6,2.15,0,0,0.0,0,0,0.0,5,60,990.0,990.0,5,2,480.0,乒乓球,5,3,2,1,1,1,2,2,3,3,1,1,4,3,4,1,3,1,3,1,2,1,2,1,1,2,4,2,2,2,2,2,2,2,3,3,2,2,2,2,1,1,2,4,2,3,2,4,2,3,2,2,1,3,1,3,3,1,1,2,3,1
132,19.0,大一,工,1,2,2,3,2,1.83,1.6,1.45,1.22,2.1,1.1,1.76,3,40,960.0,0,0,0.0,7,60,1386.0,2346.0,10,3,600.0,跑步,4,2,2,1,1,4,1,1,2,1,1,1,2,2,3,3,2,2,1,1,4,2,1,3,1,2,2,4,4,2,3,1,2,3,2,1,1,1,1,1,1,2,1,1,1,1,2,2,2,3,1,1,1,2,1,1,1,1,1,1,1,3
134,21.0,大二,工,2,1,3,3,2,1.83,2.0,1.82,2.11,2.2,2.0,2.24,0,0,0.0,0,0,0.0,4,30,396.0,396.0,4,1,480.0,骑车，网球,3,3,2,3,2,2,2,3,3,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,3,2,2,1,2,2,2,3,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,3,3
136,21.0,大三,工,2,2,3,4,1,2.33,2.6,1.73,2.0,2.0,2.3,2.42,0,0,0.0,7,45,1260.0,3,30,297.0,1557.0,10,2,420.0,慢跑,3,2,2,2,2,3,3,2,3,3,1,1,3,2,4,2,3,1,2,1,3,4,3,3,3,4,2,2,4,3,4,2,1,1,1,2,1,1,3,3,4,2,4,2,2,4,4,3,4,2,2,3,1,2,2,1,2,2,2,2,2,3
137,21.0,2019级,工,1,2,3,3,2,2.42,2.1,2.45,2.22,2.5,2.6,2.68,1,40,320.0,0,0,0.0,7,40,924.0,1244.0,8,2,600.0,网球，乒乓球,4,2,2,1,2,2,2,2,3,3,2,3,4,3,2,3,3,2,4,2,4,2,2,4,2,2,2,2,4,3,4,1,3,4,3,2,2,2,2,3,4,3,3,3,2,4,4,3,3,2,2,2,2,3,2,2,2,2,3,4,4,3
139,18.0,2021,理,1,2,4,3,2,2.17,2.2,2.18,2.0,1.9,2.0,2.32,3,25,600.0,0,0,0.0,7,40,924.0,1524.0,10,3,480.0,跑步,3,3,2,2,1,2,4,2,3,3,2,2,2,2,4,3,3,2,3,2,2,3,2,2,3,3,2,2,2,3,2,3,2,2,2,2,2,1,2,3,2,3,2,2,3,2,3,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2
141,18.0,21,理,1,1,3,3,1,1.67,2.1,1.64,2.11,2.8,2.1,2.32,6,45,2160.0,7,60,1680.0,7,40,924.0,4764.0,20,3,420.0,跑步，健身房锻炼,3,2,2,2,2,1,2,3,4,1,2,2,4,3,3,3,3,3,3,3,2,2,1,1,1,1,4,4,2,2,1,1,3,1,1,2,1,1,4,2,2,3,2,2,1,3,3,3,3,3,3,3,1,4,3,2,2,1,1,3,3,5
142,18.0,2021级,理,1,1,3,3,2,3.25,2.9,3.0,2.67,2.8,3.4,3.35,3,30,720.0,5,30,600.0,7,30,693.0,2013.0,15,3,480.0,跑步,4,3,4,2,2,3,4,3,3,4,2,3,3,3,4,4,4,2,4,3,4,4,3,3,3,4,3,3,4,4,4,3,3,4,4,4,4,3,3,4,4,3,4,4,4,4,5,4,4,4,2,3,3,3,2,2,2,2,3,4,4,3
146,19.0,大一,工,1,2,3,3,1,2.0,2.0,2.27,2.33,2.0,2.0,2.29,6,120,3606.007256568295,0,0,0.0,7,10,231.0,3837.007256568295,13,3,480.0,跑步,2,2,2,2,2,2,2,2,2,1,3,3,3,2,2,2,3,3,3,3,3,2,2,2,2,3,3,2,2,2,2,2,2,3,3,3,3,3,2,2,2,2,2,3,2,3,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2
147,18.0,大一,工,2,1,3,3,3,1.5,1.5,1.55,1.22,2.2,1.3,1.74,3,30,720.0,4,30,480.0,7,30,693.0,1893.0,14,3,480.0,骑车，跳绳,4,2,2,1,1,2,2,1,1,2,1,1,2,1,3,3,1,1,1,1,3,1,1,2,1,2,2,3,3,1,3,1,1,4,3,1,1,1,2,1,3,3,1,1,1,1,2,2,1,2,1,1,1,2,1,1,2,3,2,2,2,3
148,18.0,大一,理,1,1,4,4,2,2.83,1.9,2.45,2.56,1.9,2.6,2.66,4,30,960.0,7,30,840.0,7,30,693.0,2493.0,18,3,480.0,跑步，引体向上，深蹲,5,3,2,1,2,4,4,2,2,1,1,1,5,2,3,4,3,4,3,2,2,4,5,1,2,2,2,3,4,4,2,1,1,3,4,1,4,5,2,4,2,3,2,2,2,2,4,2,4,3,2,1,1,1,2,1,1,5,4,4,4,3
149,18.0,21,工,1,2,2,3,2,1.58,1.9,1.55,1.78,1.7,1.5,1.84,4,30,960.0,7,60,1680.0,7,60,1386.0,4026.0,18,3,300.0,跑步,2,1,3,1,1,2,2,1,2,1,1,1,2,2,3,2,2,1,2,1,1,3,1,2,3,4,1,1,3,2,4,1,2,3,2,3,1,1,2,2,1,1,1,2,1,2,4,4,1,2,1,1,1,1,1,2,2,1,2,1,2,5
150,18.0,大一,工,1,1,3,2,2,2.75,2.5,1.36,2.0,1.9,1.9,2.26,3,30,720.0,4,20,320.0,7,30,693.0,1733.0,14,3,250.0,慢跑,3,3,2,1,2,3,3,1,2,1,1,1,2,3,4,2,2,2,3,1,4,4,2,3,2,3,3,2,4,3,2,2,1,3,4,2,2,1,1,2,1,2,2,4,1,3,4,4,2,3,2,2,1,2,2,1,1,1,2,3,3,2
151,18.0,大一,工,1,2,3,2,2,2.33,2.2,2.64,2.89,2.7,1.5,2.65,2,30,480.0,2,30,240.0,3,50,495.0,1215.0,7,2,500.0,单杠,4,4,4,1,2,2,3,2,5,1,2,1,1,1,4,5,4,5,3,1,4,1,1,3,1,5,4,1,5,3,4,2,3,5,1,1,1,4,2,1,1,3,4,3,3,1,4,2,1,3,1,4,1,4,1,2,3,4,2,3,5,2
152,18.0,21级,工,1,1,3,3,1,2.0,1.9,1.82,1.78,1.8,1.8,2.08,3,30,720.0,7,20,560.0,7,40,924.0,2204.0,17,3,600.0,跑步 篮球,3,4,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
154,19.0,2021,工,1,2,3,3,2,3.0,2.5,1.64,2.44,2.2,2.5,2.65,3,30,720.0,3,30,360.0,7,30,693.0,1773.0,13,3,540.0,跑步,2,2,3,1,1,4,4,3,3,2,1,1,3,2,5,2,2,3,4,3,3,4,4,3,4,5,3,4,3,3,3,2,2,3,4,3,2,1,3,3,3,2,3,5,2,3,5,3,4,2,1,2,1,2,1,1,2,1,2,2,2,2
155,18.0,大一,工,1,1,3,2,2,2.0,2.1,1.45,2.0,2.2,1.9,2.18,3,30,720.0,7,10,280.0,5,10,165.0,1165.0,15,2,480.0,长跑,5,2,3,3,2,3,2,2,2,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,3,3,3,3,2,4,2,2,3,3,2,1,2,2,2,3,2,2,2,1,2,3,2,2,3,2,2,1,2,2,3,2,1,1,3,3,3
156,18.0,大二,工,2,1,3,3,1,2.17,2.6,2.18,1.67,1.9,1.6,2.26,2,70,1120.0,7,150,2098.4983666365115,5,40,660.0,3878.4983666365115,14,3,480.0,折返跑、开合跳、高抬腿、跆拳道训练,4,3,2,3,4,1,2,1,1,2,1,3,4,1,3,2,2,2,2,1,4,2,1,2,2,2,3,2,3,4,2,2,2,2,3,2,2,2,2,2,2,1,2,3,4,2,3,4,1,4,1,1,1,1,1,5,2,4,2,2,3,1
