序号,年龄,年级,专业,性别,家庭所在地,家庭经济情况,学习成绩,对待体育活动的态度,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,IPAQ_1,IPAQ_2,IPAQ_3,IPAQ_4,IPAQ_5,IPAQ_6,IPAQ_7,运动项目,剧烈运动天数,剧烈运动单日分钟数,适度运动天数,适度运动单日分钟数,步行天数,步行单日分钟数,工作日久坐分钟数,认知,人际,情感,公正,节制,超越,积极心理品质得分,剧烈运动一周分钟数,适度运动一周分钟数,步行一周分钟数,剧烈运动MET,适度运动MET,步行MET,总MET,身体活动水平
360,19,大二,工程管理,1,1,4,3,1,2,2,3,2,2,3,3,2,4,2,2,2,2,2,3,2,3,3,3,2,3,3,2,2,3,2,2,3,3,3,3,2,3,3,3,3,2,2,1,2,4,3,2,4,3,3,3,3,4,4,3,2,2,2,2,3,3,3,3,4,4,3,1,1,2,-2,1,1,1,跑步,6.0,40.0,0.0,0.0,7.0,40.0,300.0,2.67,2.6,2.55,2.78,2.5,3.0,2.68,240.0,0.0,280.0,1920.0,0.0,924.0,2844.0,3
367,23,2020,管理科学与工程,2,1,3,3,2,3,2,3,2,2,3,2,2,2,2,2,2,3,3,2,3,2,3,3,3,2,2,2,2,2,3,3,3,3,2,3,2,2,2,3,2,2,3,3,2,2,3,2,3,2,3,3,3,2,3,2,2,2,3,2,3,2,3,3,2,2,3,2,-2,1,1,1,1,1,学习,0.0,0.0,7.0,20.0,7.0,60.0,300.0,2.5,2.5,2.36,2.56,2.6,2.2,2.45,0.0,140.0,420.0,0.0,560.0,1386.0,1946.0,2
369,22,2021,管理科学与房地产,2,2,3,3,1,3,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,3,3,2,2,2,2,2,2,2,3,2,3,3,3,2,3,2,2,2,3,2,2,2,2,2,2,3,2,1,1,1,1,1,1,1,跑步，跳绳,3.0,15.0,5.0,15.0,7.0,120.0,500.0,2.25,2.1,2.09,2.11,2.2,2.2,2.16,45.0,75.0,840.0,360.0,300.0,2772.0,3432.0,3
370,26,研二,土木水利,2,2,3,2,1,3,2,3,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,3,2,2,1,2,2,2,3,1,2,3,2,2,2,2,2,2,2,2,3,2,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,2,-2,2,-2,2,跑步（最近七天生病住院，所以无运动量）,0.0,0.0,0.0,0.0,0.0,,,2.25,1.9,2.18,2.0,2.2,2.1,2.11,0.0,0.0,,0.0,0.0,,,1
371,23,2021,管科,2,2,3,3,1,4,3,2,1,1,2,2,2,2,2,2,2,3,2,3,3,3,3,3,3,3,4,4,4,4,4,2,2,3,4,3,1,2,4,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,4,2,3,3,3,1,1,2,3,2,3,4,4,2,-2,1,1,1,1,1,夜跑,0.0,0.0,5.0,60.0,7.0,60.0,720.0,3.17,2.3,2.55,2.56,2.7,3.2,2.76,0.0,300.0,420.0,0.0,1200.0,1386.0,2586.0,2
372,23,研一,管理科学与工程,1,2,3,4,1,2,2,2,1,1,1,3,1,2,2,1,1,1,2,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,篮球,0.0,0.0,0.0,0.0,0.0,,,2.0,1.9,1.82,1.89,1.9,1.9,1.9,0.0,0.0,,0.0,0.0,,,1
373,18,2020级,经济学,2,2,3,2,1,3,2,3,2,2,1,2,2,2,3,2,2,3,2,3,2,3,3,3,2,3,2,2,2,2,2,3,2,2,3,3,2,3,3,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,3,2,3,2,3,2,3,2,2,2,2,2,3,1,1,1,1,1,1,2,舞蹈,7.0,30.0,7.0,70.0,7.0,50.0,,2.33,2.3,2.36,2.22,2.6,2.1,2.32,210.0,490.0,350.0,1680.0,1960.0,1155.0,4795.0,3
381,22,2021,管理科学与工程,1,1,3,2,2,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,3,2,2,1,2,2,4,2,2,2,2,2,2,1,1,1,1,1,1,1,跑步,2.0,30.0,5.0,30.0,7.0,50.0,420.0,2.17,2.1,2.0,2.11,2.4,1.9,2.11,60.0,150.0,350.0,480.0,600.0,1155.0,2235.0,2
383,21,研一,物流工程与管理,1,1,3,3,2,3,2,2,2,2,2,2,2,2,3,2,2,3,2,3,3,3,2,3,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,1,1,1,1,1,羽毛球,0.0,0.0,2.0,60.0,4.0,30.0,300.0,2.17,2.3,2.27,2.33,2.0,2.1,2.19,0.0,120.0,120.0,0.0,480.0,396.0,876.0,2
384,21,研一,物流工程与管理,2,2,4,3,2,3,1,1,1,2,2,1,1,1,5,1,4,4,2,2,2,4,2,2,1,2,3,3,2,1,1,2,2,4,2,1,1,2,2,1,1,4,2,1,1,1,4,1,2,1,1,1,1,4,4,2,1,1,4,2,1,1,1,4,1,2,3,2,-2,1,1,1,1,1,爬楼,0.0,0.0,4.0,15.0,7.0,30.0,600.0,2.0,1.6,2.64,1.56,2.1,1.9,1.98,0.0,60.0,210.0,0.0,240.0,693.0,933.0,2
386,22,研一,管理科学与工程,2,2,3,3,2,4,2,4,2,3,3,3,3,3,2,2,2,3,2,2,2,3,2,3,2,3,4,2,3,2,3,2,3,3,3,3,2,2,4,4,3,1,2,2,3,3,2,2,3,2,3,4,3,2,4,2,2,3,3,2,1,2,2,2,2,3,3,2,-2,2,-2,1,1,1,羽毛球,0.0,0.0,0.0,0.0,5.0,30.0,600.0,2.92,2.6,2.09,2.56,2.6,2.8,2.6,0.0,0.0,150.0,0.0,0.0,495.0,495.0,2
389,26,研一,物流工程与管理,1,2,3,2,3,2,2,2,2,2,2,3,2,4,2,1,1,1,1,3,2,2,4,3,1,4,3,2,3,4,4,3,3,3,3,2,3,2,2,3,3,1,1,3,3,2,2,3,2,2,1,3,4,2,2,3,4,1,1,1,1,3,1,3,1,2,4,2,-2,1,1,1,1,1,跳绳,0.0,0.0,5.0,30.0,7.0,40.0,480.0,2.33,2.7,1.73,2.89,2.6,1.9,2.34,0.0,150.0,280.0,0.0,600.0,924.0,1524.0,2
392,22,研一,管理科学与工程,2,2,2,2,2,2,1,2,2,1,1,2,1,2,2,1,1,2,2,1,1,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,1,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,-2,1,1,1,1,1,跳舞,0.0,0.0,3.0,30.0,6.0,30.0,480.0,1.75,1.8,1.64,1.44,1.9,1.9,1.74,0.0,90.0,180.0,0.0,360.0,594.0,954.0,2
393,19,2020,房地产管理与开发,1,2,4,3,2,4,3,3,2,2,3,3,2,3,3,2,3,3,2,3,3,3,2,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,篮球，羽毛球，乒乓球,2.0,30.0,5.0,20.0,7.0,60.0,360.0,3.0,2.8,2.91,2.78,3.0,2.9,2.9,60.0,100.0,420.0,480.0,400.0,1386.0,2266.0,2
397,22,研一,管理科学与工程,2,2,3,2,2,3,1,4,2,2,3,1,2,2,2,2,2,2,1,3,4,3,2,2,3,3,2,1,1,2,2,1,3,1,2,4,2,2,5,3,5,2,2,1,2,3,3,3,3,4,3,3,2,3,3,1,1,2,2,1,1,3,3,1,3,3,3,2,-2,1,1,1,1,1,散步,0.0,0.0,3.0,15.0,7.0,120.0,200.0,2.08,2.2,2.64,2.0,2.4,2.8,2.35,0.0,45.0,840.0,0.0,180.0,2772.0,2952.0,2
402,23,研二,管理科学与工程,1,2,3,2,2,5,2,4,2,1,1,1,2,2,2,1,1,2,1,3,1,2,2,1,2,3,3,1,2,2,1,2,1,1,2,2,3,2,2,2,2,2,1,3,2,2,1,1,1,1,1,1,2,1,2,1,2,1,1,1,2,1,1,1,2,3,2,2,-2,2,-2,1,1,2,跑步,0.0,0.0,0.0,0.0,7.0,120.0,,1.75,2.1,1.45,1.22,1.9,2.0,1.74,0.0,0.0,840.0,0.0,0.0,2772.0,2772.0,2
404,19,大二,财务管理,1,1,3,4,2,4,4,4,2,2,3,4,3,3,3,3,2,2,2,4,3,3,2,3,3,4,4,3,3,3,4,2,2,3,4,4,2,4,4,4,3,4,3,3,4,3,3,3,3,3,3,4,3,3,3,2,2,4,3,3,2,3,5,3,2,3,3,2,-2,1,1,1,1,1,乒乓球,0.0,0.0,2.0,30.0,7.0,60.0,180.0,3.33,2.8,3.36,3.0,2.9,3.1,3.1,0.0,60.0,420.0,0.0,240.0,1386.0,1626.0,2
405,23,研二,管理科学与工程,1,1,3,3,1,3,2,3,2,2,3,3,2,2,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,2,2,3,2,2,2,3,2,2,3,3,2,2,2,3,2,2,2,2,3,2,2,2,2,2,3,2,3,2,2,2,3,2,3,2,2,2,2,1,1,1,1,1,1,1,篮球，羽毛起，跑步，爬山,2.0,90.0,4.0,20.0,7.0,40.0,480.0,2.5,2.2,2.27,2.0,2.5,2.1,2.27,180.0,80.0,280.0,1440.0,320.0,924.0,2684.0,2
406,25,研一,工程财务与造价管理,2,1,3,2,2,3,3,2,2,2,3,3,2,3,2,1,1,2,2,3,2,2,2,4,2,3,3,2,2,3,4,2,2,3,3,4,2,2,3,4,3,2,2,2,2,3,2,2,4,2,4,3,3,3,3,2,1,1,2,1,1,2,1,1,3,3,2,2,-2,2,-2,1,1,1,走路,0.0,0.0,0.0,0.0,5.0,80.0,480.0,2.83,2.6,1.82,2.56,2.0,2.5,2.39,0.0,0.0,400.0,0.0,0.0,1320.0,1320.0,2
407,21,研一,管理科学与工程,2,2,3,3,2,3,3,3,1,2,2,2,2,4,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,2,3,2,2,3,3,2,3,2,2,3,2,2,2,4,2,2,2,2,2,3,2,-2,1,1,1,1,1,步行,0.0,0.0,7.0,60.0,7.0,30.0,420.0,2.33,2.1,2.0,2.22,2.5,2.2,2.23,0.0,420.0,210.0,0.0,1680.0,693.0,2373.0,2
411,22,2021,物流工程与管理,2,2,2,2,1,4,1,2,2,1,1,1,1,2,1,1,3,2,2,3,1,1,2,4,2,4,1,2,3,2,3,2,1,2,2,1,1,4,5,1,1,2,1,1,2,1,1,2,2,1,1,1,1,5,2,2,2,2,4,3,1,1,1,1,1,1,5,1,1,1,1,1,1,1,瑜伽垫的有氧，hiit，跳绳,2.0,60.0,7.0,10.0,7.0,35.0,360.0,1.92,1.7,1.55,2.11,2.5,1.8,1.92,120.0,70.0,245.0,960.0,280.0,808.5,2048.5,2
414,19,20,工程管理（智能建造）,1,1,3,3,1,3,2,2,1,2,1,2,4,4,2,1,1,3,1,4,2,3,1,3,2,3,2,1,2,2,3,4,1,3,4,3,2,2,3,2,2,2,1,1,3,1,1,2,3,3,4,4,2,1,3,2,1,2,3,1,3,3,3,4,2,2,3,1,1,1,1,1,1,1,跑步,2.0,30.0,3.0,10.0,7.0,15.0,480.0,2.17,2.6,2.36,2.44,2.3,2.0,2.31,60.0,30.0,105.0,480.0,120.0,346.5,946.5,2
416,22,21级,管理科学与工程,1,2,3,3,1,5,3,3,1,2,4,2,3,3,5,2,2,1,3,4,4,4,4,4,4,4,4,3,3,2,3,4,4,4,4,4,4,2,5,5,3,1,3,3,4,3,4,4,4,3,4,4,5,1,4,2,4,1,5,4,5,4,4,4,1,1,5,1,1,2,-2,1,1,1,排球,1.0,180.0,0.0,0.0,5.0,180.0,540.0,3.67,3.3,3.18,3.44,4.2,2.3,3.35,180.0,0.0,900.0,1440.0,0.0,2970.0,4410.0,2
425,23,2021,工业工程与管理,2,2,3,3,2,2,2,3,2,1,1,1,1,1,1,1,1,2,1,3,2,2,2,2,1,2,2,1,2,1,2,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,3,2,2,1,1,1,2,1,1,1,1,2,3,1,2,-2,2,-2,1,1,1,快速走,0.0,0.0,0.0,0.0,5.0,60.0,420.0,1.5,1.7,1.36,1.67,1.2,1.8,1.53,0.0,0.0,300.0,0.0,0.0,990.0,990.0,2
426,23,2020,管理科学与工程,1,1,3,3,2,4,2,3,2,2,3,2,2,2,3,2,2,2,3,3,2,3,3,3,2,4,2,3,3,2,3,2,2,3,3,2,2,2,4,4,3,3,2,2,3,2,2,2,3,1,2,3,3,3,4,2,2,3,2,2,2,2,4,2,2,3,2,2,-2,2,-2,1,1,1,羽毛球,0.0,0.0,0.0,0.0,7.0,20.0,480.0,3.0,2.4,2.36,2.44,2.4,2.5,2.53,0.0,0.0,140.0,0.0,0.0,462.0,462.0,1
428,24,2020级,管理科学与工程（工程管理）,2,2,3,3,3,4,2,4,2,2,3,3,3,3,2,1,3,4,2,2,3,2,2,3,2,3,4,2,1,3,2,3,4,2,2,4,2,4,4,2,4,4,4,2,4,2,4,2,4,2,2,4,4,2,2,3,2,3,2,3,4,4,1,4,3,4,4,2,-2,2,-2,1,1,2,羽毛球,0.0,0.0,0.0,0.0,2.0,20.0,,2.42,2.6,2.73,3.11,3.2,3.2,2.85,0.0,0.0,40.0,0.0,0.0,132.0,132.0,1
429,19,大二,工程造价,1,1,2,3,2,3,3,4,1,3,2,2,2,1,3,1,1,2,2,5,2,5,3,3,3,3,4,3,4,3,4,2,3,2,3,4,2,4,3,3,3,4,1,2,3,3,3,2,2,3,2,3,3,3,1,2,2,2,1,2,4,2,2,3,3,3,3,2,-2,1,1,1,1,1,跑步,0.0,0.0,1.0,30.0,7.0,120.0,480.0,2.5,2.7,2.91,2.33,2.6,2.9,2.66,0.0,30.0,840.0,0.0,120.0,2772.0,2892.0,2
435,20,研一,物流工程管理,2,1,3,3,2,4,2,4,1,1,2,2,2,3,2,2,2,3,2,4,3,3,2,3,1,1,3,1,2,3,4,3,2,3,2,3,2,2,3,3,3,2,4,2,2,2,2,2,3,1,2,3,3,3,3,2,2,2,3,2,2,2,2,3,3,3,4,2,-2,2,-2,1,1,1,步行,0.0,0.0,0.0,0.0,0.0,,,2.33,2.6,2.27,2.78,2.3,2.5,2.45,0.0,0.0,,0.0,0.0,,,1
440,25,2020级,管理科学与工程,1,1,4,3,3,4,3,4,3,2,4,4,2,3,4,2,2,3,4,4,4,3,2,4,5,4,4,4,3,3,4,1,2,4,4,3,3,2,4,4,3,3,3,1,3,2,2,2,4,2,2,4,4,2,4,2,2,4,2,2,2,3,4,4,3,3,4,2,-2,1,1,1,1,1,无,0.0,0.0,7.0,10.0,5.0,15.0,500.0,3.67,3.0,3.0,3.0,2.5,3.2,3.08,0.0,70.0,75.0,0.0,280.0,247.5,527.5,1
443,22,研一,管理科学与工程,1,1,3,4,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,-2,2,-2,1,1,1,步行,0.0,0.0,0.0,0.0,7.0,120.0,600.0,3.0,2.8,3.0,3.0,3.0,3.0,2.97,0.0,0.0,840.0,0.0,0.0,2772.0,2772.0,2
448,22,2021级,管理科学与工程,1,2,3,2,1,2,2,2,1,1,1,1,1,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,1,1,3,1,1,1,3,1,1,2,1,1,1,1,2,2,2,2,2,1,1,2,1,1,1,1,2,3,1,2,1,2,2,2,1,2,2,2,1,1,1,1,1,1,2,跑步,2.0,15.0,7.0,15.0,7.0,20.0,,1.33,1.4,1.55,1.33,1.9,1.6,1.52,30.0,105.0,140.0,240.0,420.0,462.0,1122.0,2
452,23,硕士二年级,土木水利,2,1,4,3,2,3,3,4,1,1,2,4,3,4,2,1,2,3,2,4,2,3,3,3,2,3,4,5,3,3,4,2,2,3,3,4,2,2,4,5,2,3,1,2,2,5,4,2,2,4,2,4,4,5,2,4,4,4,2,4,4,2,2,4,2,2,2,1,1,1,1,1,1,1,都有,0.0,0.0,0.0,0.0,0.0,,,3.0,2.6,2.64,3.22,3.0,3.1,2.92,0.0,0.0,,0.0,0.0,,,1
455,22,2021,物流工程与管理,2,2,3,3,2,5,2,2,2,2,4,2,2,2,2,2,2,3,3,3,2,3,2,3,2,4,2,1,3,3,4,2,2,3,2,3,2,2,4,3,3,2,3,3,2,3,2,2,3,2,3,4,3,2,2,2,3,2,3,3,1,3,4,3,3,3,2,1,1,1,1,1,1,1,跑步,3.0,60.0,7.0,15.0,7.0,60.0,240.0,2.67,2.5,2.45,2.89,2.6,2.5,2.6,180.0,105.0,420.0,1440.0,420.0,1386.0,3246.0,3
459,24,2019,工程财务与造价管理,2,2,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,1,2,3,2,2,2,2,2,3,2,2,2,3,3,2,2,2,3,2,2,3,2,2,3,2,2,3,2,3,3,2,2,3,2,2,2,2,2,1,2,2,2,3,3,4,1,1,1,1,2,-2,1,跑步、乒乓球,1.0,40.0,1.0,20.0,0.0,,420.0,2.42,2.2,2.18,2.22,2.1,2.4,2.26,40.0,20.0,,320.0,80.0,,,1
460,27,研一,物流与工程管理,2,2,3,3,1,4,2,4,3,2,2,2,4,2,2,1,2,3,2,3,1,2,2,3,2,3,2,2,3,2,4,2,2,2,2,4,3,1,3,2,3,2,2,2,3,3,2,2,3,2,3,3,3,2,2,2,1,1,2,3,3,2,4,3,3,3,2,1,1,2,-2,1,1,1,打网球、羽毛球、跑步,2.0,60.0,0.0,0.0,5.0,30.0,420.0,2.33,2.7,2.18,2.56,2.4,2.5,2.44,120.0,0.0,150.0,960.0,0.0,495.0,1455.0,2
462,23,研二,管科,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,2,-2,2,-2,2,锻炼,0.0,0.0,0.0,0.0,0.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,,0.0,0.0,,,1
470,24,2020,管理科学与工程,2,2,3,3,1,4,2,3,2,2,3,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,羽毛球,1.0,120.0,1.0,60.0,7.0,60.0,500.0,2.33,2.1,2.09,2.0,2.0,2.1,2.11,120.0,60.0,420.0,960.0,240.0,1386.0,2586.0,2
471,22,研一,物流工程与管理,1,1,3,3,1,3,2,3,2,1,2,3,2,2,2,2,1,3,2,3,2,2,3,3,2,3,3,2,2,2,3,1,2,2,2,2,2,3,3,3,3,3,3,3,3,3,2,2,3,2,2,4,2,4,4,2,2,2,2,2,1,2,2,2,2,1,2,1,1,1,1,1,1,1,锻炼身体,2.0,60.0,7.0,15.0,7.0,15.0,240.0,2.5,2.0,2.09,2.67,2.2,2.6,2.34,120.0,105.0,105.0,960.0,420.0,346.5,1726.5,2
475,24,研一,土木水利,1,1,3,1,1,5,2,3,1,1,3,2,3,2,3,2,3,3,3,1,3,3,3,3,2,1,3,3,1,1,3,2,3,3,1,3,2,2,1,3,1,4,3,3,1,4,3,2,3,2,3,4,1,4,3,3,2,3,3,3,3,3,3,4,4,4,3,1,1,1,1,1,1,1,羽毛球,1.0,180.0,1.0,30.0,2.0,30.0,480.0,2.58,1.8,2.91,3.0,2.5,2.9,2.61,180.0,30.0,60.0,1440.0,120.0,198.0,1758.0,1
476,23,研一,物流工程与管理,2,1,4,3,2,4,2,4,1,1,3,3,2,2,2,1,1,2,3,3,4,2,2,4,4,4,3,4,3,2,3,2,3,3,3,3,1,3,4,1,1,2,3,4,4,2,2,4,1,1,2,2,3,3,3,2,2,2,3,2,4,2,2,2,1,1,4,2,-2,2,-2,1,1,1,打乒乓球,0.0,0.0,0.0,0.0,7.0,50.0,100.0,2.83,2.2,2.09,2.44,3.2,2.3,2.52,0.0,0.0,350.0,0.0,0.0,1155.0,1155.0,2
477,23,2020级,土木水利,2,1,4,3,1,3,2,2,1,2,2,2,2,2,2,1,2,2,1,2,1,2,2,3,2,2,2,2,2,2,3,2,3,2,2,3,1,2,3,2,2,2,1,2,2,2,2,2,2,2,3,3,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,跑步，跳绳,2.0,30.0,2.0,60.0,7.0,60.0,360.0,2.0,2.0,1.91,2.22,2.3,2.0,2.06,60.0,120.0,420.0,480.0,480.0,1386.0,2346.0,2
481,243,2020级,土木水利,1,2,3,3,3,4,3,5,3,2,3,3,3,3,4,2,2,1,1,3,2,4,2,2,2,4,2,2,4,2,3,4,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,-2,1,1,2,-2,1,散步,0.0,0.0,3.0,30.0,0.0,,500.0,2.5,2.8,2.45,2.22,2.5,1.9,2.4,0.0,90.0,,0.0,360.0,,,1
482,24,21,物流工程与管理,1,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,散步,0.0,0.0,0.0,0.0,0.0,,,2.0,2.0,2.0,2.0,2.0,2.2,2.03,0.0,0.0,,0.0,0.0,,,1
487,22,2021,管理科学与工程,2,1,3,3,2,4,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,4,4,3,3,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,2,-2,1,1,1,无,0.0,0.0,0.0,0.0,0.0,,,2.5,2.2,2.18,2.0,2.2,2.1,2.21,0.0,0.0,,0.0,0.0,,,1
489,18,2021级,工科实验班电气信息类,1,2,2,2,2,3,2,3,1,2,4,2,1,2,2,1,1,2,2,2,2,4,4,2,1,2,4,2,3,3,4,2,2,3,3,4,1,2,3,2,1,4,2,3,2,3,2,2,2,1,2,4,3,4,3,2,2,2,3,3,2,2,5,4,2,3,3,1,1,1,1,1,1,2,跑步，骑自行车,2.0,30.0,7.0,60.0,7.0,60.0,,2.5,2.2,2.73,2.78,2.3,2.4,2.48,60.0,420.0,420.0,480.0,1680.0,1386.0,3546.0,3
494,19,2020级,财务管理,2,2,3,3,2,3,2,3,2,2,3,2,2,3,2,1,2,3,2,3,2,3,2,2,3,1,2,2,3,2,3,1,1,2,3,3,2,2,2,3,2,1,1,3,2,3,2,2,3,2,3,3,2,2,3,2,2,2,2,2,1,2,2,2,3,3,3,2,-2,2,-2,1,1,1,慢跑,0.0,0.0,0.0,0.0,5.0,60.0,180.0,2.58,2.2,2.0,2.22,1.9,2.5,2.24,0.0,0.0,300.0,0.0,0.0,990.0,990.0,2
498,21,2019,数字艺术,1,2,4,3,2,4,1,3,3,2,1,1,2,2,1,1,1,2,1,3,3,3,4,5,1,1,3,3,4,4,2,4,4,4,4,2,3,4,1,1,1,5,1,1,1,2,4,1,2,1,1,2,5,3,1,3,1,1,1,4,4,2,1,4,2,2,5,2,-2,1,1,1,1,1,羽毛球,0.0,0.0,5.0,60.0,7.0,30.0,300.0,2.0,3.2,2.36,2.78,2.4,1.8,2.4,0.0,300.0,210.0,0.0,1200.0,693.0,1893.0,2
501,21,研一,工业工程与管理,2,2,3,3,2,3,2,4,2,2,2,2,2,3,2,2,2,3,2,2,3,2,2,3,2,2,1,1,2,2,3,1,2,2,2,3,2,2,2,1,3,1,1,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,-2,2,-2,2,-2,2,打羽毛球,0.0,0.0,0.0,0.0,0.0,,,1.92,2.2,2.09,2.33,2.0,2.2,2.11,0.0,0.0,,0.0,0.0,,,1
503,18,2019,环境生态工程,2,1,3,3,2,4,3,2,2,2,2,3,4,4,4,2,2,2,2,4,1,4,2,3,1,2,2,2,2,2,4,3,2,2,2,4,2,2,3,3,2,2,2,4,2,3,2,4,3,2,4,4,4,4,3,2,2,2,4,2,3,3,2,2,3,3,2,2,-2,2,-2,1,1,1,跑步,0.0,0.0,0.0,0.0,7.0,30.0,300.0,2.75,2.7,2.45,2.89,2.8,2.4,2.66,0.0,0.0,210.0,0.0,0.0,693.0,693.0,2
505,22,2020,土木水利,1,1,4,3,1,3,3,3,1,2,3,2,2,2,2,2,4,1,2,2,2,2,2,3,2,4,3,3,2,2,3,1,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,羽毛球,3.0,120.0,3.0,40.0,7.0,40.0,420.0,2.33,1.9,2.18,2.22,2.4,2.0,2.18,360.0,120.0,280.0,2880.0,480.0,924.0,4284.0,3
508,22,21,工程财务与造价管理,2,2,3,3,3,3,2,2,2,3,3,2,2,3,2,2,2,2,3,3,3,2,2,2,3,4,4,3,2,2,2,2,2,3,3,3,2,2,4,4,2,2,2,3,2,2,2,2,4,2,2,2,2,4,4,2,2,2,2,2,2,2,4,2,4,5,4,2,-2,1,1,1,1,2,散步,0.0,0.0,6.0,20.0,4.0,40.0,,2.92,2.3,2.36,2.11,2.7,3.0,2.58,0.0,120.0,160.0,0.0,480.0,528.0,1008.0,2
509,19,20级,物流工程专业,2,1,3,4,3,5,4,3,2,2,4,1,3,3,3,1,1,3,3,4,2,3,3,3,3,4,4,4,4,4,4,3,3,3,4,3,3,3,5,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,-2,2,-2,1,1,1,走路,0.0,0.0,0.0,0.0,7.0,,,3.42,3.0,2.55,3.11,3.2,3.1,3.06,0.0,0.0,,0.0,0.0,,,1
511,23,研一,物流工程与管理,2,1,4,3,1,3,2,3,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,跑步,0.0,0.0,0.0,0.0,0.0,,,1.5,1.4,1.09,1.33,1.0,1.1,1.24,0.0,0.0,,0.0,0.0,,,1
