,序号,年龄,年级,专业,性别,家庭所在地,家庭经济情况,学习成绩,对待体育活动的态度,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,IPAQ_1,IPAQ_2,IPAQ_3,IPAQ_4,IPAQ_5,IPAQ_6,IPAQ_7,运动项目,剧烈运动天数,剧烈运动单日分钟数,适度运动天数,适度运动单日分钟数,步行天数,步行单日分钟数,工作日久坐分钟数,认知,人际,情感,公正,节制,超越,积极心理品质得分,剧烈运动一周分钟数,适度运动一周分钟数,步行一周分钟数,剧烈运动MET,适度运动MET,步行MET,总MET,身体活动水平,类别
426,1188,20,2,光电工程,0,0,1,2,1,4,2,4,1,2,3,2,1,2,1,1,2,1,3,2,1,2,1,2,2,3,1,3,2,2,3,1,2,3,4,4,1,2,2,3,1,2,2,2,2,1,1,1,3,1,3,2,3,1,3,3,2,1,4,2,1,2,2,2,2,4,2,2,-2,1,1,1,1,1,无,0.0,0.0,5.0,20.0,5.0,20.0,360.0,2.25,2.8,3.18,2.89,3.0,3.4,2.9,0.0,100.0,100.0,0.0,400.0,330.0,730.0,2,3
427,1196,18,2021级,数学与信息科学,0,1,2,2,2,4,4,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,-2,1,1,1,1,1,跑步,0.0,0.0,7.0,20.0,7.0,50.0,,1.83,2.0,2.09,2.0,2.0,2.0,1.98,0.0,140.0,350.0,0.0,560.0,1155.0,1715.0,2,3
431,1204,18,2021,软件工程,0,1,3,3,2,1,2,2,2,2,1,1,2,2,2,1,1,2,1,2,1,2,2,2,2,5,2,2,2,2,2,3,2,2,2,2,2,2,4,2,2,1,2,3,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,1,1,1,1,1,1,1,跑步,3.0,15.0,7.0,10.0,7.0,30.0,180.0,3.33,2.9,3.3600000000000003,3.0,2.3,3.0,3.0,45.0,70.0,210.0,360.0,280.0,693.0,1333.0,2,2
432,1207,18,2020,电子科学与技术,0,1,2,2,2,5,1,2,2,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,跑步,7.0,12.0,5.0,45.0,6.0,1.0,1.0,2.08,2.3,2.0,2.0,2.1,2.0,2.08,84.0,225.0,6.0,672.0,900.0,19.8,1591.8,3,2
433,1209,19,2021级,电子信息工程,0,1,2,2,3,4,3,4,2,1,3,2,2,2,1,2,3,3,2,3,3,2,3,2,3,4,3,2,3,2,4,2,2,3,3,2,1,1,4,3,2,2,2,3,2,3,2,2,3,1,3,3,3,2,3,2,2,2,3,1,2,2,2,2,3,3,4,1,1,1,1,1,1,2,羽毛球,4.0,60.0,6.0,20.0,6.0,45.0,,2.25,2.6,3.09,2.67,2.2,2.4,2.53,240.0,120.0,270.0,1920.0,480.0,891.0,3291.0,3,2
436,1217,18,2021级,管理科学与工程,0,1,2,2,2,4,2,2,2,2,4,3,3,2,3,1,1,3,2,4,3,2,1,4,2,4,2,3,4,2,5,4,2,3,3,3,2,2,5,3,2,2,2,3,3,3,3,3,3,3,3,2,3,3,3,2,2,2,3,2,4,2,2,2,2,2,3,2,-2,1,1,1,1,2,跑步，乒乓球，羽毛球,0.0,0.0,7.0,25.0,7.0,30.0,,1.92,2.3,2.82,2.56,1.7999999999999998,2.6,2.32,0.0,175.0,210.0,0.0,700.0,693.0,1393.0,2,3
437,1219,19,大一,智能制造与机器人大类,0,0,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,网球,7.0,30.0,7.0,30.0,7.0,60.0,420.0,2.92,3.0,3.0,3.0,3.0,3.0,2.98,210.0,210.0,420.0,1680.0,840.0,1386.0,3906.0,3,2
438,1224,18,2021,国际关系,0,0,2,2,3,5,3,3,1,1,1,1,1,3,3,1,1,1,1,1,3,3,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,2,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,篮球，跑步,3.0,60.0,4.0,50.0,4.0,6.0,400.0,3.33,3.8,3.09,3.67,3.7,3.9,3.56,180.0,200.0,24.0,1440.0,800.0,79.19999999999999,2319.2,3,2
439,1226,21,2021,计算机科学与技术,0,1,2,2,2,4,2,3,2,2,2,2,3,2,3,1,1,3,2,2,1,2,2,3,2,2,1,1,2,2,3,2,2,2,1,4,3,3,4,3,3,2,2,2,2,2,2,1,2,2,3,4,3,2,2,2,2,2,1,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,跑步,3.0,30.0,7.0,30.0,7.0,20.0,420.0,3.0,2.6,3.0,2.56,2.9,2.9,2.84,90.0,210.0,140.0,720.0,840.0,462.0,2022.0,3,2
440,1229,18,大一,软件工程,0,0,1,2,1,4,4,2,1,2,1,3,5,2,2,1,2,1,1,3,2,4,1,4,2,5,1,1,4,1,4,4,1,4,4,4,1,4,4,1,1,1,1,4,4,1,1,4,1,4,5,5,3,1,2,2,2,1,2,2,4,1,2,4,4,4,1,2,-2,1,1,1,1,1,走路，爬楼,0.0,0.0,5.0,20.0,7.0,20.0,600.0,2.5,2.4,2.27,2.56,2.1,3.0,2.47,0.0,100.0,140.0,0.0,400.0,462.0,862.0,2,3
444,1241,18,2021,计算机科学与智能学院,0,0,2,2,3,3,3,3,2,2,2,3,2,3,1,2,2,2,2,3,3,2,2,3,2,2,3,2,3,2,3,3,2,2,3,2,2,2,3,3,3,2,3,2,3,2,2,2,3,2,3,3,3,3,3,2,2,2,2,2,3,2,2,2,2,2,3,1,1,1,1,1,1,2,跑步,2.0,30.0,2.0,30.0,7.0,30.0,,2.33,2.5,3.0,2.44,2.7,2.6,2.6,60.0,60.0,210.0,480.0,240.0,693.0,1413.0,2,2
445,1247,19,大二,电子信息工程,0,1,2,2,2,4,3,3,2,2,4,3,3,2,3,3,4,3,3,4,4,3,3,3,3,4,2,3,3,3,4,3,3,4,4,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,2,-2,2,-2,1,1,2,散步,0.0,0.0,0.0,0.0,3.0,20.0,,1.75,2.0,1.91,2.22,1.9,2.1,1.97,0.0,0.0,60.0,0.0,0.0,198.0,198.0,1,3
446,1276,18,大一,工程管理与信息工程,0,1,3,2,3,3,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,2,2,3,2,3,2,2,3,2,2,2,1,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,羽毛球,6.0,75.0,7.0,60.0,7.0,60.0,,2.92,3.0,2.55,2.78,2.9,3.0,2.85,450.0,420.0,420.0,3600.0,1680.0,1386.0,6666.0,3,2
447,1277,22,大三,数字媒体技术,0,1,2,2,2,5,5,3,3,3,3,3,3,3,3,3,5,5,5,3,4,4,4,3,4,3,3,3,4,5,5,1,5,3,3,3,2,3,3,3,3,1,1,2,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,2,4,4,5,5,5,5,3,2,-2,2,-2,1,1,1,跑步,0.0,0.0,0.0,0.0,3.0,20.0,120.0,1.58,2.1,1.4500000000000002,1.89,2.0,1.7000000000000002,1.77,0.0,0.0,60.0,0.0,0.0,198.0,198.0,1,3
