,序号,年龄,年级,专业,性别,家庭所在地,家庭经济情况,学习成绩,对待体育活动的态度,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,IPAQ_1,IPAQ_2,IPAQ_3,IPAQ_4,IPAQ_5,IPAQ_6,IPAQ_7,运动项目,剧烈运动天数,剧烈运动单日分钟数,适度运动天数,适度运动单日分钟数,步行天数,步行单日分钟数,工作日久坐分钟数,认知,人际,情感,公正,节制,超越,积极心理品质得分,剧烈运动一周分钟数,适度运动一周分钟数,步行一周分钟数,剧烈运动MET,适度运动MET,步行MET,总MET,身体活动水平,类别
116,283,19,大一,环化与健康类,1,0,2,2,3,2,3,2,1,1,2,3,2,1,2,2,2,3,4,2,2,2,1,2,2,3,2,3,1,1,2,1,1,2,1,2,1,2,4,4,1,1,1,2,2,2,1,2,3,1,1,2,2,2,3,1,2,1,1,1,1,1,3,2,3,2,2,2,-2,1,1,1,1,2,跑步,0.0,0.0,7.0,40.0,7.0,60.0,,2.42,3.6,3.09,3.67,3.1,3.0,3.1100000000000003,0.0,280.0,420.0,0.0,1120.0,1386.0,2506.0,2,3
117,284,19,大二,英语,0,1,2,3,3,3,2,2,2,2,2,2,3,2,1,1,1,3,1,1,1,2,2,2,1,1,2,3,2,2,2,3,2,3,2,2,2,2,2,3,1,1,1,1,1,3,2,2,2,2,2,2,2,3,3,2,2,1,3,3,4,3,1,1,2,2,2,1,1,1,1,1,1,1,跑步，打羽毛球，俯卧撑,3.0,30.0,7.0,10.0,7.0,60.0,720.0,2.75,2.9,3.64,2.89,2.8,3.1,3.02,90.0,70.0,420.0,720.0,280.0,1386.0,2386.0,3,2
118,285,19,2021,工程与能源大类,0,0,1,2,1,4,3,2,2,3,4,3,3,2,3,2,4,4,4,3,3,3,2,3,3,2,2,2,3,2,3,4,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,无,5.0,30.0,2.0,20.0,7.0,10.0,1200.0,2.0,2.2,2.0,2.22,2.1,2.0,2.08,150.0,40.0,70.0,1200.0,160.0,231.0,1591.0,3,2
119,287,19,大一,工程与能源,0,1,1,2,3,4,1,1,2,1,3,2,2,3,1,1,1,3,2,5,2,2,4,4,1,2,2,1,4,4,4,3,3,2,4,4,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,3,4,2,2,2,4,2,2,2,4,3,1,1,1,1,2,1,1,1,1,1,1,1,慢跑,2.0,30.0,4.0,30.0,7.0,40.0,300.0,2.58,2.4,3.3600000000000003,2.0,2.5,3.3,2.71,60.0,120.0,280.0,480.0,480.0,924.0,1884.0,2,2
120,288,18,21,工程与能源,0,1,2,2,2,4,2,2,2,2,2,2,2,2,2,2,3,2,2,3,3,2,2,2,2,3,4,2,3,2,4,4,2,3,3,4,2,3,4,3,2,3,2,3,3,4,3,3,3,3,4,4,3,4,3,2,3,3,3,2,2,2,2,3,3,4,4,1,1,1,1,2,-2,1,跑步，羽毛球,2.0,30.0,5.0,10.0,0.0,0.0,600.0,2.33,2.3,2.27,2.56,2.1,1.9,2.24,60.0,50.0,0.0,480.0,200.0,0.0,680.0,2,2
121,290,18,2021级,电气信息类,0,1,2,2,2,4,2,2,1,3,2,2,2,3,3,1,1,3,1,3,2,3,3,3,1,1,3,2,2,3,3,3,3,2,4,3,2,2,3,2,2,4,1,2,4,2,2,2,3,1,2,4,4,4,3,2,2,2,3,2,2,3,2,3,2,2,5,1,1,2,-2,1,1,1,跑步,2.0,30.0,0.0,0.0,7.0,30.0,360.0,2.58,2.5,2.73,2.33,2.5,2.5,2.53,60.0,0.0,210.0,480.0,0.0,693.0,1173.0,2,2
122,292,18,大一,工程与能源类,0,1,2,1,2,3,2,2,2,2,1,2,1,2,2,1,1,2,1,4,2,2,2,4,2,4,2,2,3,2,4,2,2,2,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,3,2,2,2,3,2,1,3,2,2,2,2,1,2,-2,2,-2,1,1,2,跑步,0.0,0.0,0.0,0.0,6.0,120.0,,2.83,2.7,3.09,2.22,2.9,3.0,2.81,0.0,0.0,720.0,0.0,0.0,2376.0,2376.0,2,3
123,296,18,大一,管理类,1,1,2,4,3,1,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,跑步,3.0,30.0,5.0,20.0,7.0,50.0,,3.58,3.6,3.64,3.56,4.0,4.0,3.73,90.0,100.0,350.0,720.0,400.0,1155.0,2275.0,3,2
124,297,18,21,环化与健康,1,1,2,1,3,2,3,4,1,1,2,3,2,4,5,1,2,3,2,3,1,4,2,4,1,4,3,2,4,2,4,1,5,2,3,4,1,2,5,5,3,2,1,3,3,3,2,3,5,2,4,5,2,2,3,1,2,1,2,1,1,2,1,3,3,3,1,1,1,1,1,1,1,1,羽毛球，跑步,3.0,10.0,7.0,20.0,7.0,70.0,720.0,1.92,2.9,2.55,2.33,2.3,2.5,2.4,30.0,140.0,490.0,240.0,560.0,1617.0,2417.0,3,3
125,298,18,2021,环化,1,0,2,2,3,4,2,4,2,3,3,2,4,4,5,2,2,3,2,4,4,2,3,3,1,3,4,3,3,3,4,4,5,1,2,2,3,4,2,2,3,4,4,4,3,2,1,1,3,1,1,3,3,4,1,2,2,3,4,3,4,4,1,4,1,2,1,1,1,1,1,1,1,1,排球,1.0,120.0,5.0,10.0,7.0,60.0,360.0,2.67,2.2,2.18,1.67,2.0,2.4,2.21,120.0,50.0,420.0,960.0,200.0,1386.0,2546.0,2,2
126,299,20,大一,环化与健康,0,1,1,2,2,4,2,2,2,2,4,2,2,2,2,1,2,2,3,4,2,2,2,4,2,4,2,2,2,2,4,3,2,2,5,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,2,2,2,2,3,2,2,2,4,2,3,3,4,1,1,1,1,1,1,1,跑步健身,3.0,20.0,3.0,20.0,7.0,20.0,360.0,2.33,2.6,2.82,2.33,2.4,2.8,2.55,60.0,60.0,140.0,480.0,240.0,462.0,1182.0,2,2
127,303,18,大一,工程与能源,0,1,2,1,2,3,2,2,1,1,1,1,2,3,2,1,1,1,1,3,1,2,1,1,1,3,2,1,2,1,2,4,1,1,2,1,1,2,1,1,2,1,2,3,2,1,1,3,1,1,3,1,3,1,1,1,2,1,4,1,4,3,1,1,1,1,1,1,1,1,1,2,-2,2,步道乐跑,5.0,30.0,7.0,10.0,0.0,0.0,,3.42,3.0,3.73,3.33,2.8,3.7,3.34,150.0,70.0,0.0,1200.0,280.0,0.0,1480.0,2,2
128,305,18,2021,工程与能源,0,0,2,2,2,5,4,4,4,4,3,3,2,2,5,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,5,5,2,5,4,4,5,5,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,3,3,3,4,3,3,3,4,4,4,4,4,1,1,1,1,1,1,1,跑步,3.0,30.0,4.0,20.0,7.0,30.0,240.0,1.25,0.7000000000000002,0.8200000000000003,1.44,1.7999999999999998,1.4,1.23,90.0,80.0,210.0,720.0,320.0,693.0,1733.0,3,2
129,306,20,20,土木工程专业,1,1,2,2,2,4,2,2,2,2,3,2,3,3,2,2,2,3,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,2,4,3,3,2,2,2,3,2,3,2,2,3,2,2,3,3,2,1,1,1,1,1,1,1,跑步，羽毛球,2.0,20.0,5.0,60.0,7.0,60.0,480.0,2.75,2.5,3.09,2.67,2.5,2.7,2.71,40.0,300.0,420.0,320.0,1200.0,1386.0,2906.0,2,3
130,307,21,大三,土木,1,1,2,2,3,3,3,2,3,2,1,3,3,4,3,1,3,1,1,2,2,3,4,4,1,2,2,1,2,2,3,3,4,1,2,4,3,1,3,1,2,2,3,3,2,2,3,4,1,4,4,4,4,1,2,1,4,3,4,4,3,3,2,2,3,3,1,1,1,1,1,1,1,1,减肥健身,3.0,40.0,5.0,40.0,0.0,0.0,,3.0,2.4,2.55,1.67,2.0,3.0,2.47,120.0,200.0,0.0,960.0,800.0,0.0,1760.0,3,2
131,310,21,2018级本科生,材料科学与工程,0,0,1,4,3,1,2,3,2,2,1,2,2,2,4,1,1,3,1,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2,3,2,2,2,1,2,2,2,4,2,4,2,1,3,3,4,2,2,3,4,4,1,1,1,1,1,1,1,1,羽毛球，乒乓球，健身房锻炼,2.0,40.0,5.0,30.0,7.0,30.0,600.0,3.5,2.9,3.0,2.78,2.8,2.5,2.94,80.0,150.0,210.0,640.0,600.0,693.0,1933.0,2,2
132,314,20,2020,工程造价,1,1,3,3,2,3,3,2,2,2,2,2,2,2,2,1,1,3,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,3,2,2,3,1,1,1,1,2,2,2,1,2,1,2,1,2,1,2,1,1,2,1,2,1,2,2,4,2,2,2,2,2,-2,2,-2,1,1,1,走路,0.0,0.0,0.0,0.0,7.0,45.0,500.0,3.08,3.2,3.0,3.56,3.0,3.2,3.16,0.0,0.0,315.0,0.0,0.0,1039.5,1039.5,2,3
133,315,25,研三,管理科学与工程,1,1,2,3,3,4,2,2,1,1,3,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2,3,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,2,2,3,2,2,3,3,2,2,2,2,3,2,1,1,2,2,4,2,2,2,3,3,2,2,-2,2,-2,1,1,1,跑步,0.0,0.0,0.0,0.0,7.0,30.0,400.0,2.33,3.1,2.73,3.0,2.9,2.7,2.77,0.0,0.0,210.0,0.0,0.0,693.0,693.0,2,3
134,320,23,2021,管理科学与工程（工程管理）,0,1,3,2,3,3,1,2,2,2,2,2,1,1,1,1,3,3,2,2,3,3,3,2,2,3,2,1,1,2,2,3,2,2,2,2,2,2,4,3,2,2,2,1,2,2,2,1,2,1,1,2,2,4,3,2,1,1,2,2,3,2,2,2,2,2,2,2,-2,2,-2,1,1,1,乒乓球,0.0,0.0,0.0,0.0,5.0,25.0,500.0,3.08,3.0,3.0,3.0,2.9,2.8,2.97,0.0,0.0,125.0,0.0,0.0,412.5,412.5,1,3
135,327,17,大一,环化与健康,1,1,2,2,1,3,3,1,1,2,2,3,2,1,1,1,1,3,1,2,2,2,3,1,1,2,1,1,1,1,3,4,4,1,1,3,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,跑步,7.0,30.0,5.0,60.0,7.0,70.0,,3.42,3.5,3.64,3.22,3.4,3.7,3.48,210.0,300.0,490.0,1680.0,1200.0,1617.0,4497.0,3,2
136,330,19,2020级,风景园林,1,1,1,2,3,4,3,1,1,2,1,2,1,2,1,2,3,2,1,2,2,2,2,3,1,3,1,1,1,1,4,3,2,1,2,3,2,1,3,2,1,1,3,2,2,3,2,2,3,1,3,3,2,2,3,2,3,1,2,2,2,2,2,1,3,3,2,1,1,1,1,1,1,1,跑步 打羽毛球,4.0,60.0,2.0,30.0,7.0,120.0,600.0,2.92,3.2,3.27,2.44,2.8,3.1,2.97,240.0,60.0,840.0,1920.0,240.0,2772.0,4932.0,3,2
137,331,22,21级,物流工程与管理,1,1,2,3,1,4,2,3,2,2,2,2,1,1,2,1,1,1,1,2,1,2,3,2,1,3,2,1,2,2,3,2,3,3,2,3,2,3,4,4,2,3,2,2,2,2,2,1,3,1,1,1,2,3,5,2,2,2,4,2,1,2,2,3,3,4,4,2,-2,2,-2,1,1,1,瑜伽,0.0,0.0,0.0,0.0,7.0,60.0,180.0,2.58,2.9,3.0,3.0,2.4,2.8,2.77,0.0,0.0,420.0,0.0,0.0,1386.0,1386.0,2,3
138,332,25,研一,物流,1,0,2,2,3,5,3,3,2,1,2,3,2,3,2,1,2,2,2,4,4,3,3,3,2,3,3,3,4,3,5,3,4,4,5,4,3,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,2,无氧 跑步 椭圆机,6.0,100.0,6.0,0.0,7.0,0.0,,1.75,2.1,2.0,1.7799999999999998,1.7999999999999998,2.2,1.94,600.0,0.0,0.0,4800.0,0.0,0.0,4800.0,3,2
139,333,21,2019级,环境生态工程,1,0,1,4,3,3,2,2,1,2,1,2,1,3,2,1,1,3,1,3,3,2,2,4,1,3,2,1,3,2,2,1,3,1,1,3,1,1,3,1,2,1,1,3,2,3,3,3,3,2,4,4,3,3,3,3,2,2,3,3,3,1,1,1,2,2,3,2,-2,1,1,1,1,1,羽毛球，跑步，走路,0.0,0.0,5.0,40.0,7.0,60.0,480.0,3.0,3.0,3.3600000000000003,2.44,2.3,2.8,2.84,0.0,200.0,420.0,0.0,800.0,1386.0,2186.0,2,3
141,337,22,研一,管理科学与工程,1,0,1,3,3,2,2,3,1,1,1,2,2,2,1,1,1,3,2,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,2,1,2,1,2,1,2,2,1,1,1,3,2,2,2,2,2,1,2,2,3,2,3,2,3,2,2,2,1,1,1,1,1,1,1,1,1,1,快走、跑步、瑜伽,3.0,30.0,7.0,50.0,7.0,45.0,480.0,3.08,3.0,3.3600000000000003,3.0,2.9,3.5,3.15,90.0,350.0,315.0,720.0,1400.0,1039.5,3159.5,3,2
142,338,21,研一,管理科学与工程,0,1,2,2,3,2,1,1,1,1,3,1,1,1,1,1,1,3,1,3,1,3,3,2,1,3,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,-2,1,1,2,篮球 羽毛球,1.0,60.0,0.0,0.0,7.0,20.0,,3.25,3.8,3.64,3.67,3.6,3.8,3.61,60.0,0.0,140.0,480.0,0.0,462.0,942.0,2,2
143,339,23,研一,管理科学与工程,1,1,2,3,2,4,3,4,2,2,2,3,2,3,2,2,3,3,3,2,2,2,2,2,2,3,3,2,2,2,3,2,2,3,2,3,2,2,4,3,3,2,2,3,2,3,3,4,3,3,3,3,2,2,3,2,3,2,2,2,3,2,2,2,2,2,4,2,-2,1,1,1,1,1,羽毛球,0.0,0.0,5.0,20.0,3.0,20.0,180.0,2.17,2.6,2.73,2.67,2.1,2.6,2.47,0.0,100.0,60.0,0.0,400.0,198.0,598.0,2,3
144,340,23,2021,管理科学与工程,1,1,2,3,2,2,2,2,1,1,3,2,2,1,2,2,3,3,3,3,2,2,2,2,2,4,2,3,2,2,2,2,2,3,3,3,2,3,4,3,2,2,2,2,2,3,2,2,3,2,1,1,2,3,2,1,2,2,2,2,1,2,1,2,3,3,4,2,-2,1,1,1,1,1,走路，慢跑，瑜伽,0.0,0.0,3.0,20.0,7.0,40.0,600.0,2.5,3.1,2.82,3.33,2.5,2.5,2.77,0.0,60.0,280.0,0.0,240.0,924.0,1164.0,2,3
145,341,23,2021,物流工程与管理,0,1,2,2,3,3,1,2,2,1,2,2,2,2,1,1,2,3,2,2,3,3,2,2,2,3,2,2,2,2,3,3,2,2,3,3,2,1,4,3,2,1,1,2,2,3,2,3,3,2,3,3,2,1,2,2,3,1,3,2,4,2,3,2,3,3,3,1,1,1,1,1,1,1,羽毛球,1.0,30.0,2.0,30.0,4.0,15.0,200.0,2.67,2.9,3.0,2.89,2.2,2.8,2.74,30.0,60.0,60.0,240.0,240.0,198.0,678.0,2,2
146,343,21,2021级,管理科学与工程,1,1,2,2,2,3,2,3,1,2,3,3,3,3,3,2,2,2,3,3,2,2,3,2,3,5,4,3,3,3,2,3,3,2,4,3,2,2,5,4,3,4,2,3,3,4,2,4,4,4,4,2,4,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,-2,1,1,1,1,2,健身操,0.0,0.0,3.0,30.0,5.0,40.0,,1.75,2.3,2.27,2.56,1.7000000000000002,1.9,2.06,0.0,90.0,200.0,0.0,360.0,660.0,1020.0,2,3
147,346,18,2020,弘深数理,0,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,4,2,2,2,3,2,2,3,3,2,2,2,2,3,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,跑步,3.0,30.0,3.0,20.0,5.0,20.0,,2.67,2.9,2.82,2.78,2.8,3.0,2.82,90.0,60.0,100.0,720.0,240.0,330.0,1290.0,2,2
148,355,25,2019,建筑与土木工程,0,0,2,3,3,3,2,2,1,1,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,3,2,2,2,2,2,4,3,2,3,2,1,2,3,3,2,2,2,1,1,1,1,1,1,1,乒乓球，羽毛球，篮球,2.0,120.0,2.0,180.0,5.0,30.0,300.0,2.75,3.1,2.55,2.78,2.8,3.1,2.84,240.0,360.0,150.0,1920.0,1440.0,495.0,3855.0,3,2
149,356,20,大三,工业工程,0,0,2,1,1,5,3,4,2,2,4,3,3,3,3,3,4,3,3,4,3,4,4,3,5,3,4,4,5,4,4,2,2,5,5,5,2,3,4,4,3,4,3,3,4,4,2,4,5,2,4,2,4,5,4,3,3,4,3,3,1,2,4,4,2,2,4,2,-2,2,-2,1,1,2,散步,0.0,0.0,0.0,0.0,1.0,60.0,,0.92,1.7000000000000002,1.4500000000000002,2.0,2.2,1.4,1.58,0.0,0.0,60.0,0.0,0.0,198.0,198.0,1,3
150,360,19,大二,工程管理,0,0,1,2,3,2,2,3,2,2,3,3,2,4,2,2,2,2,2,3,2,3,3,3,2,3,3,2,2,3,2,2,3,3,3,3,2,3,3,3,3,2,2,1,2,4,3,2,4,3,3,3,3,4,4,3,2,2,2,2,3,3,3,3,4,4,3,1,1,2,-2,1,1,1,跑步,6.0,40.0,0.0,0.0,7.0,40.0,300.0,2.33,2.4,2.45,2.22,2.5,2.0,2.32,240.0,0.0,280.0,1920.0,0.0,924.0,2844.0,3,2
151,367,23,2020,管理科学与工程,1,0,2,2,2,3,2,3,2,2,3,2,2,2,2,2,2,3,3,2,3,2,3,3,3,2,2,2,2,2,3,3,3,3,2,3,2,2,2,3,2,2,3,3,2,2,3,2,3,2,3,3,3,2,3,2,2,2,3,2,3,2,3,3,2,2,3,2,-2,1,1,1,1,1,学习,0.0,0.0,7.0,20.0,7.0,60.0,300.0,2.5,2.5,2.64,2.44,2.4,2.8,2.55,0.0,140.0,420.0,0.0,560.0,1386.0,1946.0,2,3
152,369,22,2021,管理科学与房地产,1,1,2,2,3,3,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,3,3,2,2,2,2,2,2,2,3,2,3,3,3,2,3,2,2,2,3,2,2,2,2,2,2,3,2,1,1,1,1,1,1,1,跑步，跳绳,3.0,15.0,5.0,15.0,7.0,120.0,500.0,2.75,2.9,2.91,2.89,2.8,2.8,2.84,45.0,75.0,840.0,360.0,300.0,2772.0,3432.0,3,3
154,371,23,2021,管科,1,1,2,2,3,4,3,2,1,1,2,2,2,2,2,2,2,3,2,3,3,3,3,3,3,3,4,4,4,4,4,2,2,3,4,3,1,2,4,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,4,2,3,3,3,1,1,2,3,2,3,4,4,2,-2,1,1,1,1,1,夜跑,0.0,0.0,5.0,60.0,7.0,60.0,720.0,1.83,2.7,2.45,2.44,2.3,1.7999999999999998,2.24,0.0,300.0,420.0,0.0,1200.0,1386.0,2586.0,2,3
156,373,18,2020级,经济学,1,1,2,3,3,3,2,3,2,2,1,2,2,2,3,2,2,3,2,3,2,3,3,3,2,3,2,2,2,2,2,3,2,2,3,3,2,3,3,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,3,2,3,2,3,2,3,2,2,2,2,2,3,1,1,1,1,1,1,2,舞蹈,7.0,30.0,7.0,70.0,7.0,50.0,,2.67,2.7,2.64,2.78,2.4,2.9,2.68,210.0,490.0,350.0,1680.0,1960.0,1155.0,4795.0,3,2
157,381,22,2021,管理科学与工程,0,0,2,3,2,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,3,2,2,1,2,2,4,2,2,2,2,2,2,1,1,1,1,1,1,1,跑步,2.0,30.0,5.0,30.0,7.0,50.0,420.0,2.83,2.9,3.0,2.89,2.6,3.1,2.89,60.0,150.0,350.0,480.0,600.0,1155.0,2235.0,2,2
158,383,21,研一,物流工程与管理,0,0,2,2,2,3,2,2,2,2,2,2,2,2,3,2,2,3,2,3,3,3,2,3,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,1,1,1,1,1,羽毛球,0.0,0.0,2.0,60.0,4.0,30.0,300.0,2.83,2.7,2.73,2.67,3.0,2.9,2.81,0.0,120.0,120.0,0.0,480.0,396.0,876.0,2,3
159,384,21,研一,物流工程与管理,1,1,1,2,2,3,1,1,1,2,2,1,1,1,5,1,4,4,2,2,2,4,2,2,1,2,3,3,2,1,1,2,2,4,2,1,1,2,2,1,1,4,2,1,1,1,4,1,2,1,1,1,1,4,4,2,1,1,4,2,1,1,1,4,1,2,3,2,-2,1,1,1,1,1,爬楼,0.0,0.0,4.0,15.0,7.0,30.0,600.0,3.0,3.4,2.36,3.44,2.9,3.1,3.02,0.0,60.0,210.0,0.0,240.0,693.0,933.0,2,3
160,386,22,研一,管理科学与工程,1,1,2,2,2,4,2,4,2,3,3,3,3,3,2,2,2,3,2,2,2,3,2,3,2,3,4,2,3,2,3,2,3,3,3,3,2,2,4,4,3,1,2,2,3,3,2,2,3,2,3,4,3,2,4,2,2,3,3,2,1,2,2,2,2,3,3,2,-2,2,-2,1,1,1,羽毛球,0.0,0.0,0.0,0.0,5.0,30.0,600.0,2.08,2.4,2.91,2.44,2.4,2.2,2.4,0.0,0.0,150.0,0.0,0.0,495.0,495.0,2,3
161,389,26,研一,物流工程与管理,0,1,2,3,1,2,2,2,2,2,2,3,2,4,2,1,1,1,1,3,2,2,4,3,1,4,3,2,3,4,4,3,3,3,3,2,3,2,2,3,3,1,1,3,3,2,2,3,2,2,1,3,4,2,2,3,4,1,1,1,1,3,1,3,1,2,4,2,-2,1,1,1,1,1,跳绳,0.0,0.0,5.0,30.0,7.0,40.0,480.0,2.67,2.3,3.27,2.11,2.4,3.1,2.66,0.0,150.0,280.0,0.0,600.0,924.0,1524.0,2,3
162,392,22,研一,管理科学与工程,1,1,3,3,2,2,1,2,2,1,1,2,1,2,2,1,1,2,2,1,1,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,1,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,-2,1,1,1,1,1,跳舞,0.0,0.0,3.0,30.0,6.0,30.0,480.0,3.25,3.2,3.3600000000000003,3.56,3.1,3.1,3.26,0.0,90.0,180.0,0.0,360.0,594.0,954.0,2,3
163,393,19,2020,房地产管理与开发,0,1,1,2,2,4,3,3,2,2,3,3,2,3,3,2,3,3,2,3,3,3,2,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,篮球，羽毛球，乒乓球,2.0,30.0,5.0,20.0,7.0,60.0,360.0,2.0,2.2,2.09,2.22,2.0,2.1,2.1,60.0,100.0,420.0,480.0,400.0,1386.0,2266.0,2,3
164,397,22,研一,管理科学与工程,1,1,2,3,2,3,1,4,2,2,3,1,2,2,2,2,2,2,1,3,4,3,2,2,3,3,2,1,1,2,2,1,3,1,2,4,2,2,5,3,5,2,2,1,2,3,3,3,3,4,3,3,2,3,3,1,1,2,2,1,1,3,3,1,3,3,3,2,-2,1,1,1,1,1,散步,0.0,0.0,3.0,15.0,7.0,120.0,200.0,2.92,2.8,2.36,3.0,2.6,2.2,2.65,0.0,45.0,840.0,0.0,180.0,2772.0,2952.0,2,3
165,402,23,研二,管理科学与工程,0,1,2,3,2,5,2,4,2,1,1,1,2,2,2,1,1,2,1,3,1,2,2,1,2,3,3,1,2,2,1,2,1,1,2,2,3,2,2,2,2,2,1,3,2,2,1,1,1,1,1,1,2,1,2,1,2,1,1,1,2,1,1,1,2,3,2,2,-2,2,-2,1,1,2,跑步,0.0,0.0,0.0,0.0,7.0,120.0,,3.25,2.9,3.55,3.78,3.1,3.0,3.26,0.0,0.0,840.0,0.0,0.0,2772.0,2772.0,2,3
166,404,19,大二,财务管理,0,0,2,1,2,4,4,4,2,2,3,4,3,3,3,3,2,2,2,4,3,3,2,3,3,4,4,3,3,3,4,2,2,3,4,4,2,4,4,4,3,4,3,3,4,3,3,3,3,3,3,4,3,3,3,2,2,4,3,3,2,3,5,3,2,3,3,2,-2,1,1,1,1,1,乒乓球,0.0,0.0,2.0,30.0,7.0,60.0,180.0,1.67,2.2,1.64,2.0,2.1,1.9,1.9,0.0,60.0,420.0,0.0,240.0,1386.0,1626.0,2,3
167,405,23,研二,管理科学与工程,0,0,2,2,3,3,2,3,2,2,3,3,2,2,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,2,2,3,2,2,2,3,2,2,3,3,2,2,2,3,2,2,2,2,3,2,2,2,2,2,3,2,3,2,2,2,3,2,3,2,2,2,2,1,1,1,1,1,1,1,篮球，羽毛起，跑步，爬山,2.0,90.0,4.0,20.0,7.0,40.0,480.0,2.5,2.8,2.73,3.0,2.5,2.9,2.73,180.0,80.0,280.0,1440.0,320.0,924.0,2684.0,2,2
168,406,25,研一,工程财务与造价管理,1,0,2,3,2,3,3,2,2,2,3,3,2,3,2,1,1,2,2,3,2,2,2,4,2,3,3,2,2,3,4,2,2,3,3,4,2,2,3,4,3,2,2,2,2,3,2,2,4,2,4,3,3,3,3,2,1,1,2,1,1,2,1,1,3,3,2,2,-2,2,-2,1,1,1,走路,0.0,0.0,0.0,0.0,5.0,80.0,480.0,2.17,2.4,3.18,2.44,3.0,2.5,2.61,0.0,0.0,400.0,0.0,0.0,1320.0,1320.0,2,3
169,407,21,研一,管理科学与工程,1,1,2,2,2,3,3,3,1,2,2,2,2,4,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,2,3,2,2,3,3,2,3,2,2,3,2,2,2,4,2,2,2,2,2,3,2,-2,1,1,1,1,1,步行,0.0,0.0,7.0,60.0,7.0,30.0,420.0,2.67,2.9,3.0,2.78,2.5,2.8,2.77,0.0,420.0,210.0,0.0,1680.0,693.0,2373.0,2,3
